MID,DAY,SEX,AGE,GEN,PRE,ARE,JOB,MAR,CHI,q1t1,q2c1,q2c2,q2c3,q2c4,q3,q3t6,q4s1,q4s2,q4s3,q4s4,q4s5,q4s6,q4s7,q4s8,q4s9,q4s10,q4s11,q4s12,q4s13,q4s14,q4s15,q5
1005435547,6/8/2022 21:39,2,22,3,14,3,10,1,2,Calomeal,1,0,0,0,3,/NA/,4,4,1,2,2,4,2,4,3,1,1,2,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005436036,6/8/2022 19:41,1,60,7,21,4,2,2,1,NA,1,0,0,0,6,NA,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005443063,6/8/2022 20:47,2,29,3,14,3,11,1,2,NA,0,1,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005448926,6/8/2022 20:48,2,40,5,33,6,8,2,1,Fine,0,1,0,0,1,/NA/,3,3,2,3,2,3,3,2,3,2,1,3,3,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005453614,6/8/2022 21:26,1,45,5,14,3,5,1,1,NA,0,1,0,0,6,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005479319,6/8/2022 19:41,1,49,5,13,3,4,2,1,THealthcare,0,1,0,0,3,/NA/,4,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005481287,6/8/2022 20:31,1,59,6,10,3,4,2,1,Hosukei,1,0,0,0,2,/NA/,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005483616,6/8/2022 19:17,1,42,5,14,3,4,2,1,FINC,1,0,0,0,4,/NA/,4,4,2,3,2,3,4,2,3,3,2,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005486308,6/8/2022 20:01,2,53,6,3,2,9,2,1,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005489287,6/8/2022 21:34,1,23,3,10,3,10,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005509828,6/8/2022 19:56,2,18,2,23,4,10,1,2,d healthcare,0,1,0,0,2,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005515981,6/8/2022 20:21,2,64,7,14,3,8,2,1,No use,1,0,0,0,6,No use,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005532174,6/8/2022 21:52,2,42,5,27,5,8,2,1,Kenko,1,0,0,0,3,/NA/,1,2,3,4,3,2,4,5,4,3,4,3,2,4,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005532607,6/8/2022 21:23,2,43,5,26,5,9,2,1,NA,1,0,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005533413,6/8/2022 19:04,1,45,5,23,4,1,2,1,Unknown,1,0,0,0,3,/NA/,3,3,3,3,3,3,3,2,3,4,4,3,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005534113,6/8/2022 20:15,1,50,6,40,8,4,2,1,d healthcare,0,1,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005547049,6/8/2022 19:15,2,69,7,13,3,8,2,2,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005550133,6/8/2022 21:11,2,41,5,12,3,8,2,1,NA,0,1,0,0,4,/NA/,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005552886,6/8/2022 19:05,2,67,7,43,8,8,2,1,NA,0,1,0,0,1,/NA/,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005554384,6/8/2022 19:09,2,32,4,20,4,9,2,1,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005559969,6/8/2022 21:24,2,46,5,11,3,11,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005561299,6/8/2022 19:03,1,43,5,9,3,4,1,2,Rakuten Senior,0,1,0,0,4,/NA/,1,3,2,2,1,3,2,1,3,2,1,1,2,4,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005565040,6/8/2022 19:45,1,48,5,13,3,3,2,2,d healthcare,0,1,0,0,3,/NA/,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005586843,6/8/2022 20:52,1,26,3,13,3,5,1,2,NA,1,0,0,0,6,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005587855,6/8/2022 22:00,2,28,3,30,5,9,2,1,arucoin,1,0,0,0,1,/NA/,3,1,1,2,2,3,2,2,3,4,2,3,3,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005604661,6/8/2022 20:34,1,44,5,13,3,3,2,1,Healthcare,1,0,0,0,3,/NA/,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005608805,6/8/2022 19:47,2,28,3,25,5,11,1,2,arukuto,1,0,0,0,2,/NA/,3,3,4,4,2,1,2,2,3,2,3,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005615702,6/8/2022 20:41,1,73,7,27,5,2,2,1,NA,0,1,0,0,6,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005625391,6/8/2022 20:57,2,58,6,13,3,8,2,1,NA,0,1,0,0,6,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005627346,6/8/2022 22:03,2,30,4,27,5,8,2,1,Luna luna,1,0,0,0,6,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005637999,6/8/2022 20:54,2,79,7,28,5,8,2,1,E ketsuatsu techo,1,0,0,0,5,/NA/,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005651814,6/8/2022 21:41,2,32,4,33,6,3,2,2,Luna luna,0,1,0,0,1,/NA/,5,5,3,2,2,2,1,2,2,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005653839,6/8/2022 19:10,1,55,6,27,5,4,1,2,NA,0,1,0,0,6,No installation,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005659919,6/8/2022 21:12,1,49,5,12,3,6,1,2,Google fit,0,1,0,0,3,/NA/,5,5,3,2,2,3,1,1,3,3,2,3,3,3,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005702168,6/8/2022 20:31,1,55,6,12,3,11,2,1,Google fit,0,1,0,0,2,/NA/,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005753034,6/8/2022 20:07,2,32,4,34,6,4,1,2,arukuto,0,1,0,0,4,/NA/,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005755251,6/8/2022 19:07,1,30,4,23,4,5,1,2,NA,1,0,0,0,3,/NA/,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005759852,6/8/2022 19:42,2,30,4,24,5,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005773059,6/8/2022 19:28,2,47,5,29,5,3,2,2,NA,1,0,0,0,4,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005777834,6/8/2022 19:29,1,35,4,26,5,5,2,1,Torima,0,1,0,0,2,/NA/,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005779749,6/8/2022 21:09,1,51,6,11,3,6,2,1,d health,0,1,0,0,2,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005790641,6/8/2022 21:11,2,32,4,8,3,9,2,1,NA,0,1,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005794799,6/8/2022 21:00,2,39,4,35,6,1,2,1,Lalune,1,0,0,0,2,/NA/,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005797640,6/8/2022 22:02,1,30,4,35,6,1,2,1,arukuto,1,0,0,0,2,/NA/,3,2,2,2,3,3,2,2,3,3,3,2,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005802703,6/8/2022 19:41,2,35,4,11,3,9,1,2,Finc,0,1,0,0,2,/NA/,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005812088,6/8/2022 20:44,2,64,7,13,3,6,2,1,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005823370,6/8/2022 20:48,2,49,5,34,6,6,2,2,NA,1,0,0,0,6,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005826435,6/8/2022 20:40,2,32,4,27,5,9,2,1,Sugisapo walk,1,0,0,0,2,/NA/,4,2,4,3,2,2,2,2,2,2,2,3,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005845575,6/8/2022 20:22,1,39,4,28,5,5,1,2,arukuto,0,1,0,0,2,/NA/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005850318,6/8/2022 19:32,2,56,6,13,3,8,2,1,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005868517,6/8/2022 19:11,2,25,3,40,8,1,1,2,NA,1,0,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005872523,6/8/2022 21:25,2,39,4,14,3,11,1,2,NA,1,0,0,0,6,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005874036,6/8/2022 20:11,1,42,5,8,3,4,1,2,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005879567,6/8/2022 21:08,2,26,3,27,5,1,2,1,NA,1,0,0,0,3,/NA/,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005895722,6/8/2022 19:41,2,35,4,38,7,5,1,2,Healthcare,0,1,0,0,3,/NA/,5,4,1,1,1,2,2,1,3,3,1,3,3,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005896861,6/8/2022 19:36,1,60,7,14,3,4,2,1,asken,0,1,0,0,3,/NA/,2,3,3,2,2,3,3,2,3,2,2,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005911451,6/8/2022 19:50,2,48,5,27,5,5,2,1,NA,1,0,0,0,1,/NA/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005914171,6/8/2022 19:19,1,49,5,12,3,9,1,2,NA,0,1,0,0,5,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005929506,6/8/2022 19:05,2,48,5,11,3,8,2,2,Zutool,0,1,0,0,2,/NA/,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005941986,6/8/2022 21:21,1,47,5,47,8,5,2,1,asken,1,0,0,0,2,/NA/,3,4,3,3,3,2,3,2,3,3,3,2,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005945541,6/8/2022 21:31,2,33,4,27,5,5,2,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005945800,6/8/2022 20:15,2,39,4,28,5,8,2,1,NA,0,1,0,0,6,NA,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005947207,6/8/2022 22:13,2,36,4,3,2,9,2,2,NA,1,0,0,0,3,/NA/,3,2,3,3,2,3,3,3,1,3,3,2,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005952195,6/8/2022 20:41,1,57,6,13,3,3,2,1,FiNC,1,0,0,0,2,/NA/,3,3,3,2,2,2,3,2,3,3,3,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005952828,6/8/2022 20:48,2,50,6,12,3,9,2,1,finc,1,0,0,0,4,/NA/,4,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005957011,6/8/2022 19:48,1,35,4,13,3,1,1,2,NA,1,0,0,0,1,/NA/,2,3,3,3,2,1,2,2,2,2,2,2,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005961899,6/8/2022 22:13,2,40,5,17,4,9,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005972329,6/8/2022 19:15,1,45,5,3,2,11,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005978809,6/8/2022 22:24,1,31,4,13,3,1,1,2,NA,0,0,1,0,5,/NA/,3,3,3,3,3,4,4,3,2,4,4,3,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005979557,6/8/2022 20:21,2,45,5,33,6,3,2,1,NA,0,1,0,0,4,/NA/,3,3,3,2,3,3,3,3,3,3,4,4,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005984218,6/8/2022 19:02,2,28,3,44,8,9,1,2,pokean,1,0,0,0,5,/NA/,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005987632,6/8/2022 20:14,1,48,5,21,4,2,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005996404,6/8/2022 19:21,1,33,4,31,6,4,2,1,20212,0,1,0,0,3,/NA/,1,2,2,2,2,2,2,1,2,2,3,3,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005997029,6/8/2022 20:07,2,45,5,14,3,3,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006006298,6/8/2022 20:30,2,40,5,23,4,5,2,1,asken,0,1,0,0,4,/NA/,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006014594,6/8/2022 21:08,2,24,3,28,5,10,1,2,Hada techo,0,1,0,0,1,/NA/,4,2,3,2,2,3,3,3,3,3,3,3,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006019079,6/8/2022 20:28,2,28,3,4,2,7,1,2,Torima,1,0,0,0,6,To award points,2,4,4,2,1,2,3,2,2,3,2,2,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006021439,6/8/2022 21:03,1,28,3,14,3,11,1,2,NA,0,1,0,0,6,No downloaded,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006032646,6/8/2022 21:20,1,28,3,13,3,4,1,2,NA,1,0,0,0,3,/NA/,4,3,3,2,3,3,3,3,3,3,1,2,2,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006033054,6/8/2022 19:01,1,41,5,36,7,11,1,2,Shinitai,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006034766,6/8/2022 21:36,1,53,6,22,4,5,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006037852,6/8/2022 21:03,2,73,7,27,5,8,2,1,Line,1,0,0,0,6,Intraction,1,1,2,2,1,2,3,1,2,2,3,3,3,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006057311,6/8/2022 19:04,1,58,6,11,3,2,2,1,NA,0,1,0,0,1,/NA/,1,2,2,2,3,2,1,2,2,1,2,2,2,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006060300,6/8/2022 19:28,1,47,5,40,8,11,1,1,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006063766,6/8/2022 19:06,1,52,6,14,3,6,1,1,NA,0,1,0,0,5,/NA/,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006065924,6/8/2022 20:57,2,33,4,40,8,7,1,2,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006068741,6/8/2022 20:00,2,49,5,30,5,9,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006074414,6/8/2022 20:30,2,74,7,10,3,9,1,2,da fit、hosukei,0,1,0,0,2,/NA/,4,4,3,2,2,2,3,3,2,3,3,2,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006083513,6/8/2022 21:07,2,34,4,40,8,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006105279,6/8/2022 19:50,2,37,4,13,3,9,1,2,NA,0,1,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006119255,6/8/2022 19:11,2,41,5,13,3,4,1,2,NA,1,1,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006138108,6/8/2022 21:36,2,26,3,44,8,5,1,2,Luna luna,1,0,0,0,2,/NA/,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006151624,6/8/2022 19:24,1,45,5,7,2,11,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006163542,6/8/2022 20:51,2,39,4,44,8,4,2,1,NA,1,0,0,0,4,/NA/,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006170505,6/8/2022 20:02,1,38,4,34,6,5,1,2,Finc,0,1,0,0,1,/NA/,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006175331,6/8/2022 20:45,1,64,7,16,4,4,2,1,Rakuten Senior,0,1,0,0,1,/NA/,2,2,3,2,2,3,3,3,2,2,2,3,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006193534,6/8/2022 19:56,1,57,6,28,5,3,1,2,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006205754,6/8/2022 19:42,2,42,5,32,6,3,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006222469,6/8/2022 21:22,1,54,6,13,3,5,2,1,NA,0,1,0,0,3,/NA/,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006244036,6/8/2022 19:20,1,58,6,1,1,11,1,2,NA,1,0,0,0,2,/NA/,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006245421,6/8/2022 19:58,2,59,6,25,5,9,2,1,Healthcare,0,1,0,0,4,/NA/,3,4,4,3,3,4,4,3,3,3,3,3,4,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006281630,6/8/2022 21:34,1,36,4,24,5,4,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006297952,6/8/2022 21:58,1,48,5,13,3,5,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006308964,6/8/2022 20:51,1,37,4,11,3,3,1,2,NA,0,1,0,0,4,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006326077,6/8/2022 19:07,1,64,7,6,2,4,2,1,NA,0,1,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006326081,6/8/2022 20:30,1,48,5,14,3,5,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006327499,6/8/2022 20:47,2,40,5,23,4,8,2,1,Unknown,0,1,0,1,5,/NA/,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006340722,6/8/2022 22:12,2,43,5,44,8,9,2,1,Healthcare,1,0,0,0,2,/NA/,4,3,2,3,3,4,3,4,3,3,2,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006347120,6/8/2022 19:07,1,47,5,43,8,4,2,1,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006353952,6/8/2022 21:14,1,57,6,4,2,5,2,2,Google fit,0,1,0,0,2,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006357420,6/8/2022 19:16,1,35,4,10,3,4,1,2,d healthcare,1,0,0,0,2,/NA/,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006358375,6/8/2022 20:45,1,48,5,13,3,3,2,2,asken,1,0,0,0,2,/NA/,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006360641,6/8/2022 19:23,1,51,6,12,3,4,2,1,arukuto,1,0,0,0,3,/NA/,3,4,3,3,4,4,3,3,4,3,3,3,4,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006372613,6/8/2022 20:10,2,55,6,8,3,8,2,1,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006386600,6/8/2022 20:54,2,52,6,27,5,6,1,2,asmile,1,0,0,0,4,/NA/,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006393415,6/8/2022 20:42,1,45,5,14,3,9,1,2,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006400940,6/8/2022 22:20,2,63,7,14,3,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006404722,6/8/2022 21:56,1,30,4,28,5,4,2,1,Unknown,0,1,0,1,5,/NA/,2,3,3,2,3,3,3,2,3,3,2,3,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006409030,6/8/2022 20:03,2,50,6,14,3,9,2,1,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006411337,6/8/2022 20:20,2,51,6,26,5,9,1,1,NA,0,1,0,0,6,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006437008,6/8/2022 22:01,1,32,4,28,5,9,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006446057,6/8/2022 20:13,1,33,4,27,5,4,1,2,Unknown,1,1,0,0,1,/NA/,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006479567,6/8/2022 19:06,1,22,3,40,8,10,1,2,Unknown,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
